全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,子供預かり料金種別,子供預かり料金,子供預かり料金備考,子供預かり開所時間,子供預かり閉所時間,病児保育の有無,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
122033,,市川市,市川妙典雲母保育園,ｲﾁｶﾜﾐｮｳﾃﾞﾝｷﾗﾗﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市妙典4丁目16-16-102,千葉県,市川市,妙典4丁目,16-16-102,,35.68884976,139.9316581,,,,,(047)356-5321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,京進のほいくえんHOPPA妙典駅,ｷｮｳｼﾝﾉﾎｲｸｴﾝﾎｯﾊﾟﾐｮｳﾃﾞﾝｴｷ,,認可私立保育所,122033,,千葉県市川市本塩15-16,千葉県,市川市,本塩,15-16,,35.69073471,139.9213727,,,,,(047)704-9580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ちゃいれっく末広保育園,ﾁｬｲﾚｯｸｽｴﾋﾛﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市末広2丁目16-11,千葉県,市川市,末広2丁目,16-11,,35.68174086,139.920396,,,,,(047)318-3820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ぶれあ保育園・南行徳,ﾌﾞﾚｱﾎｲｸｴﾝﾐﾅﾐｷﾞｮｳﾄｸ,,認可私立保育所,122033,,千葉県市川市南行徳1丁目19-5 2階,千葉県,市川市,南行徳1丁目,19-5, 2階,35.67110463,139.9025078,,,,,(047)317-6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,市川梨の花保育園,ｲﾁｶﾜﾅｼﾉﾊﾅﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市北方町4丁目2083,千葉県,市川市,北方町4丁目,2083,,35.73529294,139.9563844,,,,,(047)711-5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,AIAI NURSERY 菅野駅前,ｱｲｱｲﾅｰｻﾘｰｽｶﾞﾉｴｷﾏｴ,,認可私立保育所,122033,,千葉県市川市平田2丁目11-16,千葉県,市川市,平田2丁目,11-16,,35.72747585,139.9195703,,,,,(047)312-6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,八幡チャイルド保育園,ﾔﾜﾀﾁｬｲﾙﾄﾞﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市八幡3丁目10-20,千葉県,市川市,八幡3丁目,10-20,,35.72320944,139.9235641,,,,,(047)712-8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,そらまめ保育園市川駅前,ｿﾗﾏﾒﾎｲｸｴﾝｲﾁｶﾜｴｷﾏｴ,,認可私立保育所,122033,,千葉県市川市市川南1丁目9-29,千葉県,市川市,市川南1丁目,9-29,,35.72850193,139.9058948,,,,,(047)712-8871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,Milky Way International Nursery School 市川南校,ﾐﾙｷｰｳｪｲｲﾝﾀｰﾅｼｮﾅﾙﾅｰｻﾘｰｽｸｰﾙｲﾁｶﾜﾐﾅﾐｺｳ,,認可私立保育所,122033,,千葉県市川市市川南3丁目5-13-101,千葉県,市川市,市川南3丁目,5-13-101,,35.72836238,139.9022663,,,,,(047)704-9831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,スクルドエンジェル保育園市川新田園,ｽｸﾙﾄﾞｴﾝｼﾞｪﾙﾎｲｸｴﾝｲﾁｶﾜｼﾝﾃﾞﾝｴﾝ,,認可私立保育所,122033,,千葉県市川市新田1丁目24-17,千葉県,市川市,新田1丁目,24-17,,35.72683008,139.9146711,,,,,(047)318-3111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,まなびの森保育園市川,ﾏﾅﾋﾞﾉﾓﾘﾎｲｸｴﾝｲﾁｶﾜ,,認可私立保育所,122033,,千葉県市川市大洲4丁目18-4,千葉県,市川市,大洲4丁目,18-4,,35.72263984,139.9069394,,,,,(047)712-5871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,AIAI NURSERY 妙典一丁目,ｱｲｱｲﾅｰｻﾘｰﾐｮｳﾃﾞﾝｲｯﾁｮｳﾒ,,認可私立保育所,122033,,千葉県市川市妙典1丁目8-19,千葉県,市川市,妙典1丁目,8-19,,35.69698253,139.9239025,,,,,(047)711-4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,市川富浜雲母保育園,ｲﾁｶﾜﾄﾐﾊﾏｷﾗﾗﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市富浜2丁目3-18,千葉県,市川市,富浜2丁目,3-18,,35.68917746,139.9215962,,,,,(047)356-0775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ポピンズナーサリースクール妙典,ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙﾐｮｳﾃﾞﾝ,,認可私立保育所,122033,,千葉県市川市妙典4丁目4-27,千葉県,市川市,妙典4丁目,4-27,,35.69162431,139.9268307,,,,,(047)711-3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,アルタキッズ妙典園,ｱﾙﾀｷｯｽﾞﾐｮｳﾃﾞﾝｴﾝ,,認可私立保育所,122033,,千葉県市川市富浜2丁目7-2,千葉県,市川市,富浜2丁目,7-2,,35.69027525,139.9247568,,,,,(047)307-9927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,かえで保育園妙典,ｶｴﾃﾞﾎｲｸｴﾝﾐｮｳﾃﾞﾝ,,認可私立保育所,122033,,千葉県市川市塩焼1丁目14-8,千葉県,市川市,塩焼1丁目,14-8,,35.6875941,139.9290121,,,,,(047)356-5525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,AIAI NURSERY 妙典五丁目,ｱｲｱｲﾅｰｻﾘｰﾐｮｳﾃﾞﾝｺﾞﾁｮｳﾒ,,認可私立保育所,122033,,千葉県市川市妙典5丁目9-11,千葉県,市川市,妙典5丁目,9-11,,35.69124677,139.9316262,,,,,(047)316-1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,AIAI NURSERY 妙典六丁目,ｱｲｱｲﾅｰｻﾘｰﾐｮｳﾃﾞﾝﾛｸﾁｮｳﾒ,,認可私立保育所,122033,,千葉県市川市妙典6丁目5-23,千葉県,市川市,妙典6丁目,5-23,,35.69326361,139.9302705,,,,,(047)316-1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,市川南保育園,ｲﾁｶﾜﾐﾅﾐﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市市川南4丁目1-15,千葉県,市川市,市川南4丁目,1-15,,35.72699639,139.9025903,,,,,(047)324-1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137
122033,,市川市,まなびの森保育園妙典,ﾏﾅﾋﾞﾉﾓﾘﾎｲｸｴﾝﾐｮｳﾃﾞﾝ,,認可私立保育所,122033,,千葉県市川市妙典6丁目1-13,千葉県,市川市,妙典6丁目,1-13,,35.69478315,139.9296622,,,,,(047)303-3131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,Nest本八幡保育園,ﾈｽﾄﾓﾄﾔﾜﾀﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市南八幡5丁目11-11,千葉県,市川市,南八幡5丁目,11-11,,35.72011688,139.9240822,,,,,(047)376-8180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,まなびの森保育園本八幡,ﾏﾅﾋﾞﾉﾓﾘﾎｲｳｴﾝﾓﾄﾔﾜﾀ,,認可私立保育所,122033,,千葉県市川市南八幡1丁目3-1,千葉県,市川市,南八幡1丁目,3-1,,35.71841738,139.9317192,,,,,(047)316-2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,きららの杜保育園原木中山,ｷﾗﾗﾉﾓﾘﾎｲｸｴﾝﾐﾅﾐｷﾞｮｳﾄｸ,,認可私立保育所,122033,,千葉県市川市高谷1丁目10-4,千葉県,市川市,高谷1丁目,10-4,,35.70106668,139.9406135,,,,,(047)314-1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,かえで保育園原木中山,ｶｴﾃﾞﾎｲｸｴﾝﾊﾞﾗｷﾅｶﾔﾏ,,認可私立保育所,122033,,千葉県市川市原木2丁目13-25,千葉県,市川市,原木2丁目,13-25,,35.69794508,139.942435,,,,,(047)328-2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,きららの杜保育園南行徳,ｷﾗﾗﾉﾓﾘﾎｲｸｴﾝﾐﾅﾐｷﾞｮｳﾄｸ,,認可私立保育所,122033,,千葉県市川市相之川4丁目10-4,千葉県,市川市,相之川4丁目,10-4,,35.67457347,139.9007844,,,,,(047)369-6877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,memorytree市川保育園,ﾒﾓﾘｰﾂﾘｰｲﾁｶﾜﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市大野町3丁目1507-1,千葉県,市川市,大野町3丁目,1507-1,,35.75669191,139.9500358,,,,,(047)339-3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ヴィラまなびの森保育園本八幡,ｳﾞｨﾗﾏﾅﾋﾞﾉﾓﾘﾎｲｸｴﾝﾓﾄﾔﾜﾀ,,認可私立保育所,122033,,千葉県市川市南八幡1丁目19-18,千葉県,市川市,南八幡1丁目,19-18,,35.71564143,139.9287487,,,,,(047)711-0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,かえで保育園本八幡,ｶｴﾃﾞﾎｲｸｴﾝﾓﾄﾔﾜﾀ,,認可私立保育所,122033,,千葉県市川市八幡3丁目29-16,千葉県,市川市,八幡3丁目,29-16,,35.72659413,139.9292667,,,,,(047)326-5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,市川本八幡雲母保育園,ｲﾁｶﾜﾓﾄﾔﾜﾀｷﾗﾗﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市南八幡3丁目12-9Calme南八幡,千葉県,市川市,南八幡3丁目,12-9,Calme南八幡,35.71821115,139.9289165,,,,,(047)370-3811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,セレン保育園,ｾﾚﾝﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市塩焼4丁目13-8,千葉県,市川市,塩焼4丁目,13-8,,35.68648174,139.933184,,,,,(047)316-1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,ミラッツ市川宮久保保育園,ﾐﾗｯﾂｲﾁｶﾜﾐﾔｸﾎﾞﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市宮久保1丁目10-9,千葉県,市川市,宮久保1丁目,10-9,,35.7358035,139.9319738,,,,,(047)710-0691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,市川原木中山雲母保育園,ｲﾁｶﾜﾊﾞﾗｷﾅｶﾔﾏｷﾗﾗﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市高谷2丁目5-5,千葉県,市川市,高谷2丁目,5-5,,35.7000514,139.9391863,,,,,(047)328-0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,ル・アンジェ南行徳保育園,ﾙｱﾝｼﾞｪﾐﾅﾐｷﾞｮｳﾄｸﾎｲｸｴﾝ,,認可私立保育所,122033,,千葉県市川市新井3丁目5-1レフィールオーブ,千葉県,市川市,新井3丁目,5-1,レフィールオーブ,35.6716391,139.9004314,,,,,(047)711-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,e-こども園,ｲｰｺﾄﾞﾓｴﾝ,,認定こども園（保育所型）,122033,,千葉県市川市南八幡4丁目14-41F,千葉県,市川市,南八幡4丁目,14-4,1F,35.71847199,139.9251049,,,,,(047)300-8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dai5kyo.or.jp/e-kodomoen/,,,178
122033,,市川市,認定こども園風の谷こども園,ﾆﾝﾃｲｺﾄﾞﾓｴﾝｶｾﾞﾉﾀﾆｺﾄﾞﾓｴﾝ,,認定こども園（保育所型）,122033,,千葉県市川市北国分4丁目10-3,千葉県,市川市,北国分4丁目,10-3,,35.76324973,139.9079975,,,,,(047)375-2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kazenotanihoikuen.com/,,,179
122033,,市川市,宮久保幼稚園,ﾐﾔｸﾎﾞﾖｳﾁｴﾝ,,認定こども園（幼稚園型）,122033,,千葉県市川市宮久保6丁目7-2,千葉県,市川市,宮久保6丁目,7-2,,35.73840541,139.9401193,,,,,(047)371-7320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
122033,,市川市,いずみ認定こども園,ｲｽﾞﾐﾆﾝﾃｲｺﾄﾞﾓｴﾝ,,認定こども園（地方裁量型）,122033,,千葉県市川市南行徳2丁目5-1,千葉県,市川市,南行徳2丁目,5-1,,35.67063004,139.9062699,,,,,(047)397-2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.izumigakuin.jp/,,,181
122033,,市川市,延命寺学園,ｴﾝﾒｲｼﾞｶﾞｸｴﾝ,,認定こども園（地方裁量型）,122033,,千葉県市川市新井1丁目9-2,千葉県,市川市,新井1丁目,9-2,,35.67528606,139.8934484,,,,,(047)357-1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://enmeiji-gakuen2525.com/program.html,,,182
122033,,市川市,幼保連携型認定こども園 鬼高幼稚園,ﾖｳﾎﾚﾝｹｲｶﾞﾀﾆﾝﾃｲｺﾄﾞﾓｴﾝｵﾆﾀｶﾖｳﾁｴﾝ,,認定こども園（幼保連携型）,122033,,千葉県市川市鬼高3丁目14-18,千葉県,市川市,鬼高3丁目,14-18,,35.71062445,139.9371196,,,,,(047)370-6583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,認定こども園 COCOWA学園,ﾆﾝﾃｲｺﾄﾞﾓｴﾝｺｺﾜｶﾞｸｴﾝ,,認定こども園（地方裁量型）,122033,,千葉県市川市幸2丁目12-23,千葉県,市川市,幸2丁目,12-23,,35.67832978,139.9251297,,,,,(047)711-0641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,認定こども園 アイリス幼稚園,ﾆﾝﾃｲｺﾄﾞﾓｴﾝｱｲﾘｽﾖｳﾁｴﾝ,,認定こども園（幼保連携型）,122033,,千葉県市川市北方2丁目29-9,千葉県,市川市,北方2丁目,29-9,,35.72579967,139.9409405,,,,,(047)335-5530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,白菊幼稚園,ｼﾗｷﾞｸﾖｳﾁｴﾝ,,認定こども園（幼稚園型）,122033,,千葉県市川市南八幡3丁目15-1,千葉県,市川市,南八幡3丁目,15-1,,35.71819175,139.9270261,,,,,(047)378-2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,幼保連携型認定こども園　須和田幼稚園,ﾖｳﾎﾚﾝｹｲｶﾞﾀﾆﾝﾃｲｺﾄﾞﾓｴﾝｽﾜﾀﾞﾖｳﾁｴﾝ,,認定こども園（幼保連携型）,122033,,千葉県市川市須和田1丁目20-3,千葉県,市川市,須和田1丁目,20-3,,35.73694536,139.9181624,,,,,(047)371-5457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122033,,市川市,リトルガーデン市川,ﾘﾄﾙｶﾞｰﾃﾞﾝｲﾁｶﾜ,,認可外保育所,122033,,千葉県市川市市川南4丁目2-20サウスコートスカイ１階,千葉県,市川市,市川南4丁目,2-20,サウスコートスカイ１階,35.7261584,139.9020705,,,,,(047)710-8235,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://littlegarden-inter.com/center/ichikawa/,,,
122033,,市川市,KOALA KIDS,ｺｱﾗｷｯｽﾞ,,認可外保育所,122033,,千葉県市川市市川2丁目22-7ミキハイム市川２F,千葉県,市川市,市川2丁目,22-7,ミキハイム市川２F,35.7321404,139.9035665,,,,,(047)316-0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.koalakidsjapan.com/,,,
122033,,市川市,エンゼルハウス,ｴﾝｾﾞﾙﾊｳｽ,,認可外保育所,122033,,千葉県市川市南八幡1丁目22-5花沢マンション１階,千葉県,市川市,南八幡1丁目,22-5,花沢マンション１階,35.71549401,139.9304159,,,,,(047)378-7555,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.a-house.jp/,,,
122033,,市川市,Milkyway International Preschool,ﾐﾙｷｰｳｪｲｲﾝﾀｰﾅｼｮﾅﾙﾌﾟﾚｽｸｰﾙ,,認可外保育所,122033,,千葉県市川市南八幡4丁目5-17清鳳ビル1階,千葉県,市川市,南八幡4丁目,5-17,清鳳ビル1階,35.72057617,139.9255955,,,,,(047)312-6173,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://milkyway-international.com/,,,
122033,,市川市,ひだまりおやこ園,ﾋﾀﾞﾏﾘｵﾔｺｴﾝ,,認可外保育所,122033,,千葉県市川市柏井町2丁目75-2,千葉県,市川市,柏井町2丁目,75-2,,35.74251199,139.962704,,,,,(047)338-1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hidamarihoiku.sakura.ne.jp/,,,
122033,,市川市,ブルゥミング幼保園,ﾌﾞﾙゥﾐﾝｸﾞﾖｳﾎｴﾝ,,認可外保育所,122033,,千葉県市川市行徳駅前3丁目1-16,千葉県,市川市,行徳駅前3丁目,1-16,,35.68227158,139.9185339,,,,,(047)399-0757,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.blooming-hoikuen.com/,,,
122033,,市川市,キッズナーサリー市川行徳園,ｷｯｽﾞﾅｰｻﾘｰｲﾁｶﾜｷﾞｮｳﾄｸｴﾝ,,認可外保育所,122033,,千葉県市川市末広1丁目18-13ＳＡＴＯＭＩ４番館１０８,千葉県,市川市,末広1丁目,18-13,ＳＡＴＯＭＩ４番館１０８,35.68373317,139.9182175,,,,,(047)398-8896,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.kidsnursery.net/,,,
122033,,市川市,みのりえん,ﾐﾉﾘｴﾝ,,認可外保育所,122033,,千葉県市川市行徳駅前3丁目6-1太洋マンション２０４,千葉県,市川市,行徳駅前3丁目,6-1,太洋マンション２０４,35.68077993,139.918772,,,,,(047)397-8458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,簡易保育園ベビーランド,ｶﾝｲﾎｲｸｴﾝﾍﾞﾋﾞｰﾗﾝﾄﾞ,,認可外保育所,122033,,千葉県市川市相之川4丁目2-8-101,千葉県,市川市,相之川4丁目,2-8-101,,35.67446187,139.9036231,,,,,(047)357-9939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,保育所キッズプラザ南行徳駅前園,ﾎｲｸｼｮｷｯｽﾞﾌﾟﾗｻﾞﾐﾅﾐｷﾞｮｳﾄｸｴｷﾏｴｴﾝ,,認可外保育所,122033,,千葉県市川市南行徳1丁目9-15卓ビル２階,千葉県,市川市,南行徳1丁目,9-15,卓ビル２階,35.67308893,139.9033672,,,,,(047)307-8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kidsplaza-hoiku.com/,,,
122033,,市川市,ぴかｷｯｽﾞランド,ﾋﾟｶｷｯｽﾞランド,,認可外保育所,122033,,千葉県市川市相之川3丁目14-1-101,千葉県,市川市,相之川3丁目,14-1-101,,35.67597326,139.8972159,,,,,(047)359-1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://pikapika-kids.com/,,,
122033,,市川市,English SchoolイマジンJapan 南行徳児童園,ｲﾝｸﾞﾘｯｼｭｽｸｰﾙｲﾏｼﾞﾝｼﾞｬﾊﾟﾝ ﾐﾅﾐｷﾞｮｳﾄｸｼﾞﾄﾞｳｴﾝ,,認可外保育所,122033,,千葉県市川市南行徳2丁目12-７,千葉県,市川市,南行徳2丁目,12-７,,35.6692698,139.9068683,,,,,(047)356-6988,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://imagine-tokyo.co.jp/,,,
122033,,市川市,Babies ＆Meme,ﾍﾞｲﾋﾞｰｽﾞｱﾝﾄﾞﾒﾒ,,認可外保育所,122033,,千葉県市川市曽谷3丁目12-22,千葉県,市川市,曽谷3丁目,12-22,,35.74289688,139.9325633,,,,,(047)375-8758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,バイリンガル幼児園KidsDuoInternationalニッケコルトンプラザ市川,ﾊﾞｲﾘﾝｶﾞﾙﾖｳｼﾞｴﾝｷｯｽﾞﾃﾞュｵｲﾝﾀｰﾅｼｮﾅﾙﾆｯｹｺﾙﾄﾝﾌﾟﾗｻﾞｲﾁｶﾜｴﾝ,,認可外保育所,122033,,千葉県市川市鬼高1丁目1-1,千葉県,市川市,鬼高1丁目,1-1,,35.71675301,139.9330381,,,,,(047)321-6955,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.kdi.ac/access/ichikawa/,,,
122033,,市川市,かるがもンテッソーリ子どもの家,ｶﾙｶﾞﾓﾝﾃッｿｰﾘｺﾄﾞﾓﾉｲｴ,,認可外保育所,122033,,千葉県市川市南行徳3丁目4-10,千葉県,市川市,南行徳3丁目,4-10,,35.66781188,139.9051754,,,,,(047)395-3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://karugamontessori.com/,,,
122033,,市川市,Little gems International School東京ベイ校,ﾘﾄﾙｼﾞｪﾑｽｲﾝﾀｰﾅｼｮﾅﾙｽｸｰﾙﾄｳｷｮｳﾍﾞｲｺｳ,,認可外保育所,122033,,千葉県市川市妙典4丁目3-31グレースコート妙典１Ｆ,千葉県,市川市,妙典4丁目,3-31,グレースコート妙典１Ｆ,35.69182134,139.9259353,,,,,(047)321-6151,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lgis-tokyobay.com/,,,
122033,,市川市,原木スマイルナーサリー,ﾊﾞﾗｷｽﾏｲﾙﾅｰｻﾘｰ,,その他,122033,,千葉県市川市原木1丁目8-1,千葉県,市川市,原木1丁目,8-1,,35.70356849,139.9432845,,,,,(047)323-6181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,宮久保幼稚園０１２,ﾐﾔｸﾎﾞﾖｳﾁｴﾝｾﾞﾛｲﾁﾆ,,その他,122033,,千葉県市川市宮久保6丁目7-2,千葉県,市川市,宮久保6丁目,7-2,,35.73844979,139.9400877,,,,,(047)372-8666,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://miyakubo.jp/?course=%E5%AE%AE%E4%B9%85%E4%BF%9D%E5%B9%BC%E7%A8%9A%E5%9C%92012%E6%A6%82%E8%A6%81,,,
122033,,市川市,ひなた保育園行徳駅前ルーム,ﾋﾅﾀﾎｲｸｴﾝ ｷﾞｮｳﾄｸｴｷﾏｴﾙｰﾑ,,その他,122033,,千葉県市川市行徳駅前2丁目23-14メゾン・ベルツリー1階,千葉県,市川市,行徳駅前2丁目,23-14,メゾン・ベルツリー1階,35.68191801,139.9123119,,,,,(047)311-4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hinata-gyoutoku.npo-megumino.com/,,,
122033,,市川市,いろはな保育園市川南,ｲﾛﾊﾅﾎｲｸｴﾝｲﾁｶﾜﾐﾅﾐ,,その他,122033,,千葉県市川市市川南1丁目9-30啓成ハイツ市川1階,千葉県,市川市,市川南1丁目,9-30,啓成ハイツ市川1階,35.72825247,139.9060224,,,,,(047)318-2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://irohana-hoiku.com/,,,
122033,,市川市,ナーサリーゆめの木平田,ﾅｰｻﾘｰﾕﾒﾉｷﾋﾗﾀ,,その他,122033,,千葉県市川市平田2丁目5-4,千葉県,市川市,平田2丁目,5-4,,35.7256335,139.9206076,,,,,(047)711-2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fivet.co.jp/hirata/,,,
122033,,市川市,ミルキーホーム本八幡きた園,ﾐﾙｷｰﾎｰﾑﾓﾄﾔﾜﾀｷﾀｴﾝ,,その他,122033,,千葉県市川市八幡2丁目6-18第三本八幡ダイヤモンドマンション201号・202号,千葉県,市川市,八幡2丁目,6-18,第三本八幡ダイヤモンドマンション201号・202号,35.7222052,139.928185,,,,,(047)333-7062,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssss.co.jp/school-list/milkyhome-motoyawatakitaen-4/,,,
122033,,市川市,みなみぎょうとく笑顔保育園,ﾐﾅﾐｷﾞｮｳﾄｸｴｶﾞｵﾎｲｸｴﾝ,,その他,122033,,千葉県市川市南行徳1丁目19-222階,千葉県,市川市,南行徳1丁目,19-22,2階,35.67160134,139.9020495,,,,,(047)711-3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.egao-hoikuen.com/,,,
122033,,市川市,保育園エンゼルハウス市川大野園,ﾎｲｸｴﾝｴﾝｾﾞﾙﾊｳｽｲﾁｶﾜｵｵﾉｴﾝ,,その他,122033,,千葉県市川市大野町2丁目2161F,千葉県,市川市,大野町2丁目,216,1F,35.75313757,139.9521077,,,,,(047)339-7721,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://lotus-hoiku.com/,,,
122033,,市川市,ぽんておうちえん,ﾎﾟﾝﾃｵｳﾁｴﾝ,,その他,122033,,千葉県市川市国府台6丁目1-22,千葉県,市川市,国府台6丁目,1-22,,35.75701416,139.9013546,,,,,(047)375-2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,市川みんと保育園,ｲﾁｶﾜﾐﾝﾄﾎｲｸｴﾝ,,その他,122033,,千葉県市川市市川1丁目5-12スウィングコート市川1階,千葉県,市川市,市川1丁目,5-12,スウィングコート市川1階,35.72974323,139.9089493,,,,,(047)711-3360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122033,,市川市,そらいろおうちえん,ｿﾗｲﾛｵｳﾁｴﾝ,,その他,122033,,千葉県市川市市川1丁目12-23メゾンドロワール101号室,千葉県,市川市,市川1丁目,12-23,メゾンドロワール101号室,35.73111741,139.9080103,,,,,(047)712-5022,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sorairoouchien.com/,,,
122033,,市川市,きらら保育園市川南,ｷﾗﾗﾎｲｸｴﾝｲﾁｶﾜﾐﾅﾐ,,その他,122033,,千葉県市川市市川南1丁目1-1ザタワーズイースト216号室,千葉県,市川市,市川南1丁目,1-1,ザタワーズイースト216号室,35.72853397,139.9080647,,,,,(047)704-8547,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.kilala.ed.jp/ichikawa/,,,
