全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,URL,画像,画像_ライセンス,備考
122033,,市川市,なずな公園,ﾅｽﾞﾅｺｳｴﾝ,,,,,122033,,千葉県市川市南行徳4丁目15-40,千葉県,市川市,南行徳4丁目,15-40,,35.66437053,139.9051271,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,なでしこ公園,ﾅﾃﾞｼｺｺｳｴﾝ,,,,,122033,,千葉県市川市福栄3丁目21-33,千葉県,市川市,福栄3丁目,21-33,,35.67169032,139.9089221,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,なのはな公園,ﾅﾉﾊﾅｺｳｴﾝ,,,,,122033,,千葉県市川市中国分5丁目623-6,千葉県,市川市,中国分5丁目,623-6,,35.75423384,139.9087966,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,新浜公園,ﾆｲﾊﾏｺｳｴﾝ,,,,,122033,,千葉県市川市福栄3丁目9,千葉県,市川市,福栄3丁目,9,,35.67264051,139.9107425,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,西新田公園,ﾆｼｼﾝﾃﾞﾝｺｳｴﾝ,,,,,122033,,千葉県市川市高谷1954-28,千葉県,市川市,高谷,1954-28,,35.69142838,139.9461959,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,西ノ下公園,ﾆｼﾉｼﾀｺｳｴﾝ,,,,,122033,,千葉県市川市宮久保1丁目7,千葉県,市川市,宮久保1丁目,7,,35.73722723,139.9285867,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,西浜公園,ﾆｼﾊﾏｺｳｴﾝ,,,,,122033,,千葉県市川市新浜1丁目4,千葉県,市川市,新浜1丁目,4,,35.6763873,139.9177951,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,根通公園,ﾈﾄﾞｵﾘｺｳｴﾝ,,,,,122033,,千葉県市川市関ヶ島111-26,千葉県,市川市,関ヶ島,111-26,,35.68869852,139.9193149,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,子の神中央公園,ﾈﾉｶﾞﾐﾁｭｳｵｳｺｳｴﾝ,,,,,122033,,千葉県市川市本北方2丁目1040,千葉県,市川市,本北方2丁目,1040,,35.72915037,139.9453441,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,子の神西公園,ﾈﾉｶﾞﾐﾆｼｺｳｴﾝ,,,,,122033,,千葉県市川市本北方1丁目742,千葉県,市川市,本北方1丁目,742,,35.7265615,139.9431419,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,子の神東公園,ﾈﾉｶﾞﾐﾋｶﾞｼｺｳｴﾝ,,,,,122033,,千葉県市川市本北方2丁目1063,千葉県,市川市,本北方2丁目,1063,,35.72928876,139.9478438,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ねむのき公園,ﾈﾑﾉｷｺｳｴﾝ,,,,,122033,,千葉県市川市新井1丁目514-2,千葉県,市川市,新井1丁目,514-2,,35.67347105,139.8922001,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,のぎく公園,ﾉｷﾞｸｺｳｴﾝ,,,,,122033,,千葉県市川市福栄1丁目2-17,千葉県,市川市,福栄1丁目,2-17,,35.67811368,139.9108158,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,はこべ公園,ﾊｺﾍﾞｺｳｴﾝ,,,,,122033,,千葉県市川市相之川1丁目862-4,千葉県,市川市,相之川1丁目,862-4,,35.68119341,139.8986547,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,八反割公園,ﾊｯﾀﾝﾜﾘｺｳｴﾝ,,,,,122033,,千葉県市川市堀之内3丁目129,千葉県,市川市,堀之内3丁目,129,,35.76395703,139.9113554,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,はなみずき公園,ﾊﾅﾐｽﾞｷｺｳｴﾝ,,,,,122033,,千葉県市川市田尻3丁目709-2,千葉県,市川市,田尻3丁目,709-2,,35.70623348,139.9332491,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,はなやつ公園,ﾊﾅﾔﾂｺｳｴﾝ,,,,,122033,,千葉県市川市若宮3丁目559-23,千葉県,市川市,若宮3丁目,559-23,,35.72887325,139.9543331,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,はぼたん公園,ﾊﾎﾞﾀﾝｺｳｴﾝ,,,,,122033,,千葉県市川市富浜3丁目17-13,千葉県,市川市,富浜3丁目,17-13,,35.68603335,139.9222868,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,はまなす公園,ﾊﾏﾅｽｺｳｴﾝ,,,,,122033,,千葉県市川市福栄4丁目6-3,千葉県,市川市,福栄4丁目,6-3,,35.67182111,139.9123036,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,浜道公園,ﾊﾏﾐﾁｺｳｴﾝ,,,,,122033,,千葉県市川市塩焼2丁目12,千葉県,市川市,塩焼2丁目,12,,35.68675678,139.9271165,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,はまゆう公園,ﾊﾏﾕｳｺｳｴﾝ,,,,,122033,,千葉県市川市原木1丁目663-9,千葉県,市川市,原木1丁目,663-9,,35.70699256,139.9449018,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,原木橋公園,ﾊﾞﾗｷﾊﾞｼｺｳｴﾝ,,,,,122033,,千葉県市川市原木4丁目1427-116,千葉県,市川市,原木4丁目,1427-116,,35.69651337,139.9510115,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,原木第２公園,ﾊﾞﾗｷﾊﾞｼﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市原木1丁目479-6,千葉県,市川市,原木1丁目,479-6,,35.70687536,139.9458881,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,原木第３公園,ﾊﾞﾗｷﾊﾞｼﾀﾞｲ3ｺｳｴﾝ,,,,,122033,,千葉県市川市原木1丁目479-7,千葉県,市川市,原木1丁目,479-7,,35.7059265,139.9463351,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,原木西浜公園,ﾊﾞﾗｷﾆｼﾊﾏｺｳｴﾝ,,,,,122033,,千葉県市川市原木3047,千葉県,市川市,原木,3047,,35.69256058,139.9482014,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,原木東浜公園,ﾊﾞﾗｷﾋｶﾞｼﾊﾏｺｳｴﾝ,,,,,122033,,千葉県市川市原木2526-18,千葉県,市川市,原木,2526-18,,35.69283704,139.955543,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ひいらぎ公園,ﾋｲﾗｷﾞｺｳｴﾝ,,,,,122033,,千葉県市川市田尻4丁目917-2,千葉県,市川市,田尻4丁目,917-2,,35.70381228,139.9365177,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東大和田公園,ﾋｶﾞｼｵｵﾜﾀﾞｺｳｴﾝ,,,,,122033,,千葉県市川市東大和田2丁目630-1地先,千葉県,市川市,東大和田2丁目,630-1,地先,35.71341943,139.9226967,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東大和田第２公園,ﾋｶﾞｼｵｵﾜﾀﾞﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市東大和田2丁目3791-4,千葉県,市川市,東大和田2丁目,3791-4,,35.71480356,139.9233,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東沖公園,ﾋｶﾞｼｵｷｺｳｴﾝ,,,,,122033,,千葉県市川市末広1丁目4,千葉県,市川市,末広1丁目,4,,35.68516956,139.9185264,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東国分公園,ﾋｶﾞｼｺｸﾌﾞﾝｺｳｴﾝ,,,,,122033,,千葉県市川市東国分2丁目1525-74,千葉県,市川市,東国分2丁目,1525-74,,35.74556913,139.9231139,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東国分第２公園,ﾋｶﾞｼｺｸﾌﾞﾝﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市東国分2丁目1522-50,千葉県,市川市,東国分2丁目,1522-50,,35.74519723,139.9240633,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東菅野公園,ﾋｶﾞｼｽｶﾞﾉｺｳｴﾝ,,,,,122033,,千葉県市川市東菅野3丁目837,千葉県,市川市,東菅野3丁目,837,,35.73037057,139.935458,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東菅野５丁目公園,ﾋｶﾞｼｽｶﾞﾉ5ﾁｮｳﾒｺｳｴﾝ,,,,,122033,,千葉県市川市東菅野5丁目2097-26,千葉県,市川市,東菅野5丁目,2097-26,,35.73378663,139.9436524,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東菅野第2公園,ﾋｶﾞｼｽｶﾞﾉﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市東菅野4丁目2085-69,千葉県,市川市,東菅野4丁目,2085-69,,35.73167249,139.9406257,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東菅野第3公園,ﾋｶﾞｼｽｶﾞﾉﾀﾞｲ3ｺｳｴﾝ,,,,,122033,,千葉県市川市東菅野4丁目2087-73,千葉県,市川市,東菅野4丁目,2087-73,,35.73243305,139.9400631,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東根公園,ﾋｶﾞｼﾈｺｳｴﾝ,,,,,122033,,千葉県市川市行徳駅前4丁目4,千葉県,市川市,行徳駅前4丁目,4,,35.67889709,139.9169606,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東場公園,ﾋｶﾞｼﾊﾞｺｳｴﾝ,,,,,122033,,千葉県市川市福栄1丁目20,千葉県,市川市,福栄1丁目,20,,35.6750732,139.9067481,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東浜公園,ﾋｶﾞｼﾊﾏｺｳｴﾝ,,,,,122033,,千葉県市川市入船9,千葉県,市川市,入船,9,,35.67845329,139.9211411,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,東堀下公園,ﾋｶﾞｼﾎﾘｼﾀｺｳｴﾝ,,,,,122033,,千葉県市川市鬼高3丁目782-3,千葉県,市川市,鬼高3丁目,782-3,,35.7092567,139.9340947,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ひだまり公園,ﾋﾀﾞﾏﾘｺｳｴﾝ,,,,,122033,,千葉県市川市妙典3丁目625,千葉県,市川市,妙典3丁目,625,,35.69438588,139.9276421,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ひなぎく公園,ﾋﾅｷﾞｸｺｳｴﾝ,,,,,122033,,千葉県市川市新田2丁目427-2,千葉県,市川市,新田2丁目,427-2,,35.72285686,139.9147837,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ひなげし公園,ﾋﾅｹﾞｼｺｳｴﾝ,,,,,122033,,千葉県市川市若宮2丁目344-9,千葉県,市川市,若宮2丁目,344-9,,35.72162805,139.9543961,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ひのき公園,ﾋﾉｷｺｳｴﾝ,,,,,122033,,千葉県市川市北国分1丁目2501-4,千葉県,市川市,北国分1丁目,2501-4,,35.75718919,139.9065119,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ひまわり公園,ﾋﾏﾜﾘｺｳｴﾝ,,,,,122033,,千葉県市川市南八幡1丁目273-41,千葉県,市川市,南八幡1丁目,273-41,,35.71624335,139.9312185,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,平田公園,ﾋﾗﾀｺｳｴﾝ,,,,,122033,,千葉県市川市平田4丁目1409-3,千葉県,市川市,平田4丁目,1409-3,,35.72147647,139.9166499,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,広尾公園,ﾋﾛｵｺｳｴﾝ,,,,,122033,,千葉県市川市広尾1丁目13,千葉県,市川市,広尾1丁目,13,,35.67740361,139.8915809,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ふかまち公園,ﾌｶﾏﾁｺｳｴﾝ,,,,,122033,,千葉県市川市北方3丁目287-8,千葉県,市川市,北方3丁目,287-8,,35.72136058,139.9418506,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,冨貴島公園,ﾌｷｼﾏｺｳｴﾝ,,,,,122033,,千葉県市川市八幡6丁目2057-2,千葉県,市川市,八幡6丁目,2057-2,,35.72778167,139.9355376,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,冨貴島第2公園,ﾌｷｼﾏﾀﾞｲﾆｺｳｴﾝ,,,,,122033,,千葉県市川市八幡6丁目880-6,千葉県,市川市,八幡6丁目,880-6,,35.72820017,139.9386745,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,福栄公園,ﾌｸｴｲｺｳｴﾝ,,,,,122033,,千葉県市川市福栄4丁目1地先,千葉県,市川市,福栄4丁目,1,地先,35.67339751,139.9141007,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,二俣公園,ﾌﾀﾏﾀｺｳｴﾝ,,,,,122033,,千葉県市川市二俣717-71,千葉県,市川市,二俣,717-71,,35.69301245,139.9582112,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,二俣第２公園,ﾌﾀﾏﾀﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市二俣2丁目197-8,千葉県,市川市,二俣2丁目,197-8,,35.70351012,139.9536511,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,二俣の風公園,ﾌﾀﾏﾀﾉｶｾﾞｺｳｴﾝ,,,,,122033,,千葉県市川市二俣2丁目270-4,千葉県,市川市,二俣2丁目,270-4,,35.70315967,139.9563498,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,府中橋公園,ﾌﾁｭｳﾊﾞｼｺｳｴﾝ,,,,,122033,,千葉県市川市菅野6丁目2053-5,千葉県,市川市,菅野6丁目,2053-5,,35.7347993,139.9152874,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,弁天池公園,ﾍﾞﾝﾃﾝｲｹｺｳｴﾝ,,,,,122033,,千葉県市川市曽谷2丁目460-1,千葉県,市川市,曽谷2丁目,460-1,,35.74922859,139.9366101,,,公園緑地課　(047)712-6367,,,,,,http://www.city.ichikawa.lg.jp/gre04/1531000004.html,,,
122033,,市川市,弁天公園,ﾍﾞﾝﾃﾝｺｳｴﾝ,,,,,122033,,千葉県市川市行徳駅前2丁目19-1,千葉県,市川市,行徳駅前2丁目,19-1,,35.68316691,139.9126943,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ほうせんか公園,ﾎｳｾﾝｶｺｳｴﾝ,,,,,122033,,千葉県市川市大野町1丁目403-9,千葉県,市川市,大野町1丁目,403-9,,35.74631287,139.9447904,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,奉免公園,ﾎｳﾒﾝｺｳｴﾝ,,,,,122033,,千葉県市川市奉免町310,千葉県,市川市,奉免町,310,,35.73976779,139.9576452,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,奉免第２公園,ﾎｳﾒﾝﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市奉免町268-18,千葉県,市川市,奉免町,268-18,,35.74015751,139.9561665,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ほおずき公園,ﾎｵｽﾞｷｺｳｴﾝ,,,,,122033,,千葉県市川市相之川3丁目14-34,千葉県,市川市,相之川3丁目,14-34,,35.67591162,139.8975753,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ぼたん公園,ﾎﾞﾀﾝｺｳｴﾝ,,,,,122033,,千葉県市川市二俣1丁目152-8,千葉県,市川市,二俣1丁目,152-8,,35.70533472,139.9499981,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ぼっけ富士見台公園,ﾎﾞｯｹﾌｼﾞﾐﾀﾞｲｺｳｴﾝ,,,,,122033,,千葉県市川市北方町4丁目1768-3,千葉県,市川市,北方町4丁目,1768-3,,35.7298777,139.954655,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,堀之内公園,ﾎﾘﾉｳﾁｺｳｴﾝ,,,,,122033,,千葉県市川市堀之内3丁目102,千葉県,市川市,堀之内3丁目,102,,35.76167463,139.9153533,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,堀之内緑地公園,ﾎﾘﾉｳﾁﾘｮｸﾁｺｳｴﾝ,,,,,122033,,千葉県市川市堀之内3丁目112,千葉県,市川市,堀之内3丁目,112,,35.76081765,139.9114038,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,前耕地公園,ﾏｴｺｳﾁｺｳｴﾝ,,,,,122033,,千葉県市川市平田3丁目40-4,千葉県,市川市,平田3丁目,40-4,,35.72124524,139.920484,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,前田北公園,ﾏｴﾀﾞｷﾀｺｳｴﾝ,,,,,122033,,千葉県市川市柏井町1丁目2230,千葉県,市川市,柏井町1丁目,2230,,35.73558472,139.9662934,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,前田南公園,ﾏｴﾀﾞﾐﾅﾐｺｳｴﾝ,,,,,122033,,千葉県市川市柏井町1丁目2224,千葉県,市川市,柏井町1丁目,2224,,35.73516417,139.9624513,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,松風公園,ﾏﾂｶｾﾞｺｳｴﾝ,,,,,122033,,千葉県市川市柏井町2丁目52-1,千葉県,市川市,柏井町2丁目,52-1,,35.74302556,139.9595221,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,郭沫若記念公園,ｶｸﾏﾂｼﾞｬｸｷﾈﾝｺｳｴﾝ,,,,,122033,,千葉県市川市真間5丁目48-1ほか,千葉県,市川市,真間5丁目,48-1,ほか,35.7409833,139.9128471,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,真間1丁目公園,ﾏﾏｲｯﾁｮｳﾒｺｳｴﾝ,,,,,122033,,千葉県市川市真間1丁目76-31,千葉県,市川市,真間1丁目,76-31,,35.73296003,139.9116313,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,真間台公園,ﾏﾏﾀﾞｲｺｳｴﾝ,,,,,122033,,千葉県市川市真間4丁目355-1,千葉県,市川市,真間4丁目,355-1,,35.74065848,139.9057391,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,まゆみ公園,ﾏﾕﾐｺｳｴﾝ,,,,,122033,,千葉県市川市田尻4丁目470-1,千葉県,市川市,田尻4丁目,470-1,,35.70359238,139.9333455,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,満世公園,ﾏﾝｾｲｺｳｴﾝ,,,,,122033,,千葉県市川市南行徳2丁目14,千葉県,市川市,南行徳2丁目,14,,35.66955015,139.9044266,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,まんりょう公園,ﾏﾝﾘｮｳｺｳｴﾝ,,,,,122033,,千葉県市川市幸2丁目5-2,千葉県,市川市,幸2丁目,5-2,,35.6787487,139.9275128,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,みかど公園,ﾐｶﾄﾞｺｳｴﾝ,,,,,122033,,千葉県市川市大野町3丁目293,千葉県,市川市,大野町3丁目,293,,35.75821807,139.9520923,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,みこし公園(神輿公園) ,ﾐｺｼｺｳｴﾝ,,,,,122033,,千葉県市川市塩焼3丁目14,千葉県,市川市,塩焼3丁目,14,,35.68508554,139.9242835,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,美里苑公園,ﾐｻﾄｴﾝｺｳｴﾝ,,,,,122033,,千葉県市川市東菅野4丁目891-32,千葉県,市川市,東菅野4丁目,891-32,,35.73352291,139.9386624,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,みちのく公園,ﾐﾁﾉｸｺｳｴﾝ,,,,,122033,,千葉県市川市平田2丁目1366-3,千葉県,市川市,平田2丁目,1366-3,,35.7246071,139.9185613,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,御手浜公園,ﾐﾃﾊﾏｺｳｴﾝ,,,,,122033,,千葉県市川市南行徳1丁目7,千葉県,市川市,南行徳1丁目,7,,35.67307118,139.9055516,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,みとめ公園,ﾐﾄﾒｺｳｴﾝ,,,,,122033,,千葉県市川市原木4丁目1427-113,千葉県,市川市,原木4丁目,1427-113,,35.69829657,139.9503428,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,南沖公園,ﾐﾅｷｵｷｺｳｴﾝ,,,,,122033,,千葉県市川市行徳駅前3丁目4-3,千葉県,市川市,行徳駅前3丁目,4-3,,35.68167983,139.919055,,,管理事務所　(047)397-0606　交通計画課　(047)712-6341,,,,,,http://www.city.ichikawa.lg.jp/gyo07/1111000007.html,,,
122033,,市川市,湊新田公園,ﾐﾅﾄｼﾝﾃﾞﾝｺｳｴﾝ,,,,,122033,,千葉県市川市福栄2丁目14,千葉県,市川市,福栄2丁目,14,,35.6759393,139.9126646,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,南大野公園,ﾐﾅﾐｵｵﾉｺｳｴﾝ,,,,,122033,,千葉県市川市南大野1丁目46-102,千葉県,市川市,南大野1丁目,46-102,,35.74129394,139.9520896,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,南大野第２公園,ﾐﾅﾐｵｵﾉﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市南大野3丁目24-136,千葉県,市川市,南大野3丁目,24-136,,35.74599318,139.9543837,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,南根公園,ﾐﾅﾐﾈｺｳｴﾝ,,,,,122033,,千葉県市川市行徳駅前1丁目15,千葉県,市川市,行徳駅前1丁目,15,,35.68337448,139.916256,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,南場公園,ﾐﾅﾐﾊﾞｺｳｴﾝ,,,,,122033,,千葉県市川市末広2丁目5,千葉県,市川市,末広2丁目,5,,35.68195856,139.9223912,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,南浜公園,ﾐﾅﾐﾊﾏｺｳｴﾝ,,,,,122033,,千葉県市川市日之出2,千葉県,市川市,日之出,2,,35.67810648,139.9239897,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,南八幡公園,ﾐﾅﾐﾔﾜﾀｺｳｴﾝ,,,,,122033,,千葉県市川市南八幡2丁目339-1,千葉県,市川市,南八幡2丁目,339-1,,35.71322253,139.9302356,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,南八幡第２公園,ﾐﾅﾐﾔﾜﾀﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市南八幡2丁目446-3,千葉県,市川市,南八幡2丁目,446-3,,35.71312771,139.9264427,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,美濃輪公園,ﾐﾉﾜｺｳｴﾝ,,,,,122033,,千葉県市川市本北方3丁目751,千葉県,市川市,本北方3丁目,751,,35.72807252,139.9514919,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,宮久保公園,ﾐﾔｸﾎﾞｺｳｴﾝ,,,,,122033,,千葉県市川市宮久保3丁目512-3,千葉県,市川市,宮久保3丁目,512-3,,35.73430561,139.9352692,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,宮久保台公園,ﾐﾔｸﾎﾀﾞｲﾞｺｳｴﾝ,,,,,122033,,千葉県市川市宮久保4丁目780-1,千葉県,市川市,宮久保4丁目,780-1,,35.74151855,139.9383666,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,妙典第1緑道,ﾐｮｳﾃﾞﾝﾀﾞｲｲﾁﾘｮｸﾄﾞｳ,,,,,122033,,千葉県市川市妙典6丁目103-4他,千葉県,市川市,妙典6丁目,103-4,他,35.69378891,139.9301207,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,迎米公園,ﾑｶｲｺﾞﾒｺｳｴﾝ,,,,,122033,,千葉県市川市大野町1丁目541-1,千葉県,市川市,大野町1丁目,541-1,,35.75050516,139.9476383,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,迎山公園,ﾑｶｴﾔﾏｺｳｴﾝ,,,,,122033,,千葉県市川市奉免町261-43,千葉県,市川市,奉免町,261-43,,35.73890298,139.957622,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,向根公園,ﾑｺｳﾈｺｳｴﾝ,,,,,122033,,千葉県市川市柏井町1丁目2243,千葉県,市川市,柏井町1丁目,2243,,35.73606526,139.9688484,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,ムクゲ公園,ﾑｸｹﾞｺｳｴﾝ,,,,,122033,,千葉県市川市相之川1丁目864-3,千葉県,市川市,相之川1丁目,864-3,,35.6811559,139.8969235,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,もくせい公園,ﾓｸｾｲｺｳｴﾝ,,,,,122033,,千葉県市川市行徳駅前4丁目26-68,千葉県,市川市,行徳駅前4丁目,26-68,,35.67626787,139.9152132,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,モクレン公園,ﾓｸﾚﾝｺｳｴﾝ,,,,,122033,,千葉県市川市関ヶ島113-10,千葉県,市川市,関ヶ島,113-10,,35.68909598,139.9179227,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,モッコク公園,ﾓｯｺｸｺｳｴﾝ,,,,,122033,,千葉県市川市塩焼4丁目10-3,千葉県,市川市,塩焼4丁目,10-3,,35.68612256,139.9313457,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,もときたかた公園,ﾓﾄｷﾀｶﾀｺｳｴﾝ,,,,,122033,,千葉県市川市本北方3丁目603-1,千葉県,市川市,本北方3丁目,603-1,,35.72775433,139.9485452,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,もときたかた第2公園,ﾓﾄｷﾀｶﾀﾀﾞｲ2ｺｳｴﾝ,,,,,122033,,千葉県市川市本北方1丁目994-2他,千葉県,市川市,本北方1丁目,994-2,他,35.72957723,139.9403741,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,本北方第3公園,ﾓﾄｷﾀｶﾀﾀﾞｲ3ｺｳｴﾝ,,,,,122033,,千葉県市川市本北方1丁目935-4,千葉県,市川市,本北方1丁目,935-4,,35.72880201,139.9397163,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,元新田公園,ﾓﾄｼﾝﾃﾞﾝｺｳｴﾝ,,,,,122033,,千葉県市川市妙典1丁目55,千葉県,市川市,妙典1丁目,55,,35.6984227,139.9252469,,,公園緑地課　(047)712-6367,,,,,,,,,
122033,,市川市,本八幡公園,ﾓﾄﾔﾜﾀｺｳｴﾝ,,,,,122033,,千葉県市川市南八幡4丁目149-15,千葉県,市川市,南八幡4丁目,149-15,,35.71778889,139.9241963,,,公園緑地課　(047)712-6367,,,,,,,,,
