全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,POIコード,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,画像,画像2,画像_ライセンス,URL,備考
122033,,78,市川市,旧江戸川,キュウエドガワ,Old Edogawa river,,122033,,千葉県市川市,千葉県,市川市,,,,35.6868931,139.9107539,,,,,,,,,江戸川水閘門から下流を旧江戸川と呼ぶ。舟で東京湾に出られるため夜景を楽しむ屋形船が盛ん。,"From the downstream of Edogawa sluice is called Old Edogawa. Because of taking a boat to Tokyo Bay, roof-shaped boats that enjoy the night view are very popular.",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\e37cad1f-41c4-459c-a695-57711185bfd5.jpg,,,,自然
122033,,79,市川市,行徳小学校周辺,ギョウトクショウガッコウシュウヘン,Around Gyotoku Primary School,,122033,,千葉県市川市富浜1丁目1-40,千葉県,市川市,富浜1丁目,1-40,,35.69218869,139.9232935,,,,,,,,,児童やボランティアの方々が大切に育てた花々が通りに彩りを添えている。,Flowers carefully cultivated by children and volunteers add color to the streets.,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\94439870-fd95-441f-925e-1aea43e48dbb.jpg,,,,まち並み
122033,,80,市川市,妙典駅周辺,ミョウデンエキシュウヘン,Around Myoden Station,,122033,,千葉県市川市富浜1丁目2,千葉県,市川市,富浜1丁目,2,,35.69202149,139.9262932,,,,,,,,,平成12 年に駅が開設され、土地区画整理事業によって生まれた美しい街並み。駅前広場は季節の花で彩られている。,"Opened a station in 2000, which is a beautiful urban landscape produced by the cause of land zoning and consolidation. The square in front of the station is dotted with seasonal flowers.",東西線妙典駅東口,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\239fa11f-dc2e-4402-95d8-3a450644c723.JPG,,,,まち並み
122033,,81,市川市,妙典公園,ミョウデンコウエン,Myoden Park,,122033,,千葉県市川市妙典6丁目101,千葉県,市川市,妙典6丁目,101,,35.69477283,139.9305777,,,,,,,,,平成14 年土地区画整理事業によって造られた。中央の大きな広場が多くの市民の憩いの場となっている。ボランティア（IGC）が花壇の手入れを行っている。,Built by the cause of land zoning and consolidation in 2002. The central plaza has become a resting place for many citizens. Volunteers are maintaining the flower beds.,東西線妙典駅東口徒歩10 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/ae2b4e4e-1595-4aba-ab4c-e0db3fd03cc6.JPG,ATTACH\a2ee9468-2fb8-4aa3-ac84-fe8fc2020b06.JPG,,,まち並み
122033,,82,市川市,イオン市川妙典店周辺,イオンイチカワミョウデンテンシュウヘン,Around Aeon shop of Ichikawa-Myoden,,122033,,千葉県市川市妙典5丁目3-1,千葉県,市川市,妙典5丁目,3-1,,35.69301525,139.927888,,,,,,,,,専門店、レストラン、映画館などが集まった商業施設。　（P あり）,"Commercial facilities such as specialty stores, restaurants, cinemas, etc. (Parking Available)",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\6ad8c408-99f7-4102-8d2c-3e9ff94d6149.JPG,,,,まち並み
122033,,83,市川市,妙典中央通りのけやき並木,ミョウデンチュウオウドオリノケヤキナミキ,The Keyaki of Myoden Central Street,,122033,,千葉県市川市妙典5丁目地先,千葉県,市川市,妙典5丁目,,地先,35.69183538,139.928281,,,,,,,,,行徳地区には多くの街路樹が植栽されている。妙典のけやき並木は初夏の新緑と、紅葉が美しい。,Many street trees have been planted in Gyotoku area. The wonderful beech trees contrast with the new green and red leaves in early summer.,東西線妙典駅　徒歩３分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\ce705097-d8e7-4b9f-a98f-41f75b1a4821.JPG,,,,自然
122033,,84,市川市,クリーンスパ市川からの眺め,クリーンスパイチカワカラノナガメ,View of Clean Spa Ichikawa,,122033,,千葉県市川市上妙典1554,千葉県,市川市,上妙典,1554,,35.68628808,139.9435193,,,,,,,,,平成19年9月オープン。隣接するクリーンセンターからの余熱を利用した多目的スパ。露天風呂の富士見の窓からは江戸川や富士山などが眺められる。,Opened in September 19 2007. A multi-purpose spa that uses waste heat from an adjacent cleaning center. You can see Edogawa and Mount Fuji from the window of Fuji in the open-air bath.,東西線原木中山駅他より無料送迎バス,,,,,,,,,,,,,,,,,,,,047-329-6711,,,,,,ATTACH\d2d2b632-b9cf-499c-a5dd-0b83c95798aa.JPG,,,,まち並み
122033,,85,市川市,江戸川放水路,エドガワホウスイロ,Edogawa River Waterway,,122033,,千葉県市川市,千葉県,市川市,,,,35.68607229,139.9407297,,,,,,,,,ハゼ釣りの名所で多くの釣り人で賑わう。カニや水鳥だけでなくトビハゼの生息地でもあり、干潟や葦原の水辺環境が残る。,"The fishing attractions of goby are crowded with many anglers. This is not only the crab and waterfowl, but also the habitat of Tobi Haze, and the waterside environment of beaches and reeds still exists.",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\af6eed76-e4e0-48f4-aaa4-50b16903b64f.JPG,,,,自然
122033,,86,市川市,中江川の桜並木（中江川緑道）,ナカエガワノサクラナミキ（ナカエガワリョクドウ）,Sakura and trees of Nakaegawa River,,122033,,千葉県市川市幸2丁目地先,千葉県,市川市,幸2丁目,,地先,35.67945183,139.928456,,,,,,,,,新浜通りから東へ約600m にわたって中江川の両岸や上部に続く桜並木で春には花々が楽しめる。,"About 600 meters east from Niihama Street, the banks of Nakaegawa river and the upper cherry blossom trees can enjoy the flowers in spring.",東西線行徳駅／東西線妙典駅南口徒歩15 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\ef4a8735-dc85-4b06-9c50-2db141e2de0f.jpg,,,,自然、まち並み
122033,,87,市川市,行徳駅前と商店街の街並み,ギョウトクエキマエトショウテンガイノマチナミ,The streets of Gyotoku staion and Shopping Street,,122033,,千葉県市川市行徳駅前2丁目地先,千葉県,市川市,行徳駅前2丁目,,地先,35.68293931,139.9143886,,,,,,,,,多種多様なお店が集まり、いつも賑わう商店街のある街並み。,"All kinds of shops gather together, always the street where the busy shopping street is located.",東西線行徳駅　徒歩3 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\979df788-fb10-421a-ae2f-50e52c4cace4.JPG,,,,まち並み、生活風景
122033,,88,市川市,行徳駅前公園,ギョウトクエキマエコウエン,Gyotoku staion Park,,122033,,千葉県市川市湊新田2丁目4,千葉県,市川市,湊新田2丁目,4,,35.67904367,139.9134637,,,,,,,,,第二日曜日にはミニＳＬに乗って遊べる公園、夏季には水遊びのできるプールや噴水がある。ボランティア（IGC）が花壇の手入れを行っている。,"On the second Sunday, you can take a mini SL to play in the park, with swimming pools and fountains to swim in summer. Volunteers are maintaining the flower beds.",東西線行徳駅　徒歩5 分,,,,,,,,,,,,,,,,,,,管理事務所,043-397-5577,,,,,,ATTACH\d24a0412-ab10-41fe-b2e2-0b9fcdc9c52c.JPG,,,,まち並み
122033,,89,市川市,今井橋,イマイバシ,Imai Bridge,,122033,,千葉県市川市広尾2丁目地先,千葉県,市川市,広尾2丁目,,地先,35.6805103,139.8907584,,,,,,,,,江戸川区と市川市を結ぶ旧江戸川に架かる橋。橋からの眺めは懐かしさを感じられる。　,The old Edogawa Bridge connecting Edogawa District and Ichikawa City. The view from the bridge is nostalgic.,東西線南行徳駅北口徒歩20分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\67c7701a-6744-479a-9f62-b390fcf3b3b4.jpg,,,,まち並み
122033,,90,市川市,広尾防災公園,ヒロオボウサイコウエン,Hiro Disaster Prevention Park,,122033,,千葉県市川市広尾2丁目3-2,千葉県,市川市,広尾2丁目,3-2,,35.6785464,139.8900895,,,,,,,,,平成22年に開園し、地域住民の憩いやレクリエーションの場として親しまれる公園。防災樹木を中心に、イチョウ、ケヤキ、サクラ、コブシ、ウメ、バラなどの樹木により四季を通じて楽し,"2001 opened, is a popular park as a place of rest and entertainment for local residents. Focus on disaster prevention trees, through ginkgo, beech, cherry blossoms, Cobb, plum blossoms, roses and other trees happy four seasons",東西線南行徳駅北口　徒歩15分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\bde022d5-c2c3-4a1f-94fc-8082a42602a3.JPG,,,http://www.city.ichikawa.lg.jp/gyo07/1112000001.html,まち並み
122033,,91,市川市,南行徳公園（えんぴつ公園）,ミナミギョウトクコウエン（エンピツコウエン）,South Gyotoku Park (Pencil Park),,122033,,千葉県市川市相之川4丁目1,千葉県,市川市,相之川4丁目,1,,35.67487627,139.901684,,,,,,,,,夏には水遊びの子供たちで賑わう。ミニアスレチック、ランニングコースもあり。,The children who play in the water are very lively in summer. There are also mini sports and running routes.,東西線南行徳駅北口徒歩5 分,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\be7a0b13-34d6-4d91-a4f6-2f2f70d101d0.JPG,,,https://www.city.ichikawa.lg.jp/gre04/minamigyoutoku.html,まち並み
122033,,92,市川市,丸浜川と遊歩道,マルハマガワトユウホドウ,Maruhamagaawa River and Trail,,122033,,千葉県市川市福栄4丁目地先,千葉県,市川市,福栄4丁目,,地先,35.67244312,139.9138687,,,,,,,,,川沿いに桜並木／アジサイロード等約１ｋｍ続きカワセミ、メジロや河津桜と菜の花のコラボも見られる。（行徳グリン・クリンの会は都市景観大賞特別賞受賞）（Ｐあり）,"The riverside cherry blossom and wood / hydrangea road lasts for about 1 km, and Megiro's cooperation with Hejin Sakura and cauliflower can also be seen. (Gyotoku Green Clean Club won the Special Award of the Urban Landscape Award)(Parking Available)",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\15c7cb01-dc2a-4d60-9d9c-b85e104cb483.JPG,,,,自然、まち並み
122033,,93,市川市,江戸川第二終末処理場,エドガワダイニシュウマツショリジョウ,Edogawa Second Sewage Treatment,,122033,,千葉県市川市福栄4丁目32-2,千葉県,市川市,福栄4丁目,32-2,,35.66886939,139.9099781,,,,,,,,,広大な敷地にスポーツ施設、散策路が整備され、芝桜、バラなど四季折々の花が楽しめる。場内で活動している行徳芝桜の会は都市景観大賞特別賞受賞。（Ｐあり）,"The vast land is equipped with sports facilities and walking paths, where you can enjoy the flowers of different seasons, such as cherry cherry and rose. Gyotoku Shibazakuranokai, which is active in the venue, will be awarded a special prize in the Urban Landscape Award. (Parking Available)",東西線行徳駅　バス　南行徳四丁目下車徒歩３ 分,,,,,,,,,,,,,,,,,,,,047-398-0606,,,,,,ATTACH\455fcf4d-1932-4079-b466-666432a7291e.jpg,,,http://www.pref.chiba.lg.jp/gs-edogawa/jigyou/ikoi.html,自然、まち並み
122033,,94,市川市,行徳近郊緑地と野鳥観察舎,ギョウトクキンコウリョクチトヤチョウカンサツシャ,Green Space and Wild Bird Observation House in the suburbs of Gyotoku,,122033,,千葉県市川市福栄4丁目22-11,千葉県,市川市,福栄4丁目,22-11,,35.6684333,139.9157185,,,,,,,,,都市に残る野鳥の楽園。バードウォッチングに最適。（入館無料、P あり）,"Stay in the city's wild bird park. It's very suitable for bird watching. (free admission , Parking available)",東西線行徳駅　バス　福栄二丁目下車徒歩7 分,,,,,,,,,,,,,,,,,,,,047-702-8045,,,,,,ATTACH/3b7e348c-54ff-4ae2-b130-7f1772b0b726.jpg,ATTACH\5078800a-c63d-4aec-bf31-30e475305289.jpg,,https://www.city.ichikawa.lg.jp/env09/1111000028.html,自然
122033,,95,市川市,宮内庁新浜鴨場,クナイチョウシンハマカモバ,Shinhama Duck Farm of Imperial Household Agency,,122033,,千葉県市川市新浜2丁目5-1,千葉県,市川市,新浜2丁目,5-1,,35.672435,139.9167814,,,,,,,,,一般入場不可だが、事前に募集を募る見学会は年１０回程度実施している。,"Generally speaking, admission is not allowed, but pre-solicited visits will be held about 10 times a year.",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\b3e5fb2e-e062-4367-9379-ec710fd5be2e.JPG,,,,自然
122033,,96,市川市,塩浜橋,シオハマバシ,Shiohama Bridge,,122033,,千葉県市川市南行徳4丁目地先,千葉県,市川市,南行徳4丁目,,地先,35.66476866,139.9100942,,,,,,,,,橋の上から両岸に桜並木が、反対側は葭原と水辺の鳥、河川敷には河津桜と菜の花のコラボが心を癒してくれる。,"From the bridge on both sides of the cherry blossom shade, on the other side is the Binyuan and waterside birds, the riverbank is Hejin Sakura and rape cooperation, healed the soul.",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\a593e25b-dc76-4fee-a02c-fef78afc204f.jpg,,,,まち並み
122033,,97,市川市,ハイタウン塩浜,ハイタウンシオハマ,High Town of Shiohama,,122033,,千葉県市川市塩浜4丁目2,千葉県,市川市,塩浜4丁目,2,,35.66162591,139.9109441,,,,,,,,,花で彩られた花壇が随所にあり。住民主体により環境整備・植栽活動を行う第一住宅管理組合は第3回市川市景観賞受賞。,There are flower beds decorated with flowers everywhere. The first residential management combination of environmental preparation and planting activities carried out by residents won the third Shichuan Landscape Award.,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH/c84ee6b4-b093-4811-97d7-ad81315c4d41.jpg,ATTACH\75fa4383-7c91-4bce-bcf0-93fb42f0370b.jpg,,,自然、まち並み、生活風景
122033,,98,市川市,塩浜護岸からの眺め,シオハマゴガンカラノナガメ,View from the Revetment of the Shiohama,,122033,,千葉県市川市塩浜1丁目6-1,千葉県,市川市,塩浜1丁目,6-1,,35.66662185,139.9313028,,,,,,,,,護岸からは三番瀬越しのご来光が拝める。,"From the revetment, you can see the light across Sanbanze",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\9ad12aa8-7cd6-4f52-893d-bd2b82b7a239.jpg,,,,まち並み
122033,,99,市川市,海の見える風景,ウミノミエルフウケイ,View of the Sea,,122033,,千葉県市川市塩浜2丁目31,千葉県,市川市,塩浜2丁目,31,,35.66043778,139.920943,,,,,,,,,遠くの工場群さらに房総の山々、また三浦半島まで望め、朝日の昇る眺めが美しい。,"The factory group in the distance is Boso's mountains, and you can also overlook the Miura Peninsula. The scenery of the rising sun is very beautiful.",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\2381b31f-cebc-4e62-92f2-82f7809cd267.jpg,,,,まち並み
122033,,100,市川市,東京湾三番瀬,トウキョウワンサンバンゼ,Tokyo Bay Sanbanze,,122033,,千葉県市川市,千葉県,市川市,,,,35.66051994,139.9431884,,,,,,,,,東京湾に残る貴重な自然。ノリの養殖が営まれ、冬季には渡り鳥がやってくる。,"The precious nature left behind by Tokyo Bay. There is porphyra aquaculture, and there are migratory birds in winter.",,,,,,,,,,,,,,,,,,,,,,,,,,,ATTACH\4b696289-7f0f-4487-bd13-038979b6ccdf.jpg,,,https://www.city.ichikawa.lg.jp/gyo06/1111000002.html,自然
